,Label,Area,Mean,%Area,True NDVI,Leaf Area Index (LAI),CO2 Sequestration
1,IJ_Dilijan_North_Autumn_Senescence.tif,1318945,217.02,100,0.7021176471,2.892574503,238.8543396
2,IJ_Dilijan_North_Spring_Rebirth.tif,1318945,214.198,100,0.6799843137,2.736866366,225.9967401
3,IJ_Dilijan_North_Summer_Peak.tif,1318945,224.914,100,0.7640313725,3.376809237,278.8400227
4,IJ_Dilijan_North_Winter_Dormancy.tif,1318945,134.848,100,0.05763137255,0.5774873456,47.68601756
5,IJ_Syunik_South_Autumn_Senescence.tif,1288855,201.889,100,0.5834431373,2.149984564,177.5349754
6,IJ_Syunik_South_Spring_Rebirth.tif,1288855,209.547,100,0.6435058824,2.49831755,206.2985717
7,IJ_Syunik_South_Summer_Peak.tif,1288855,200.061,100,0.5691058824,2.074287094,171.2842568
8,IJ_Syunik_South_Winter_Dormancy.tif,1288855,164.247,100,0.2882117647,1.02776057,84.86732906
