 ,Label,Area,Mean,%Area
1,IJ_Dilijan_North_Autumn_Senescence.tif,1318945,217.020,100
2,IJ_Dilijan_North_Spring_Rebirth.tif,1318945,214.198,100
3,IJ_Dilijan_North_Summer_Peak.tif,1318945,224.914,100
4,IJ_Dilijan_North_Winter_Dormancy.tif,1318945,134.848,100
